term,idf
пейнт,3.506558
пенальти,2.302585
пенетрон,4.60517
пензенский,4.60517
пенопласт,4.60517
пенсильвания,4.60517
пенсионер,3.912023
пенсионный,2.995732
пенсия,3.506558
пентагон,3.506558
пентест,3.506558
пенька,3.912023
пеня,3.912023
первичный,3.218876
первоисточник,3.912023
первоначальный,3.506558
первопроходец,3.912023
первый,0.18633
переадресация,3.912023
перебирать,4.60517
перебой,4.60517
перебор,3.506558
перебрасывать,4.60517
перебрать,3.912023
перебраться,4.60517
перевал,4.60517
переваливать,4.60517
перевалить,3.912023
переваривание,4.60517
переваривать,4.60517
переварить,4.60517
перевернуть,3.912023
перевести,2.207275
перевод,0.71335
переводить,2.120264
переводиться,3.912023
переводный,3.912023
переводческий,4.60517
переводчик,2.813411
перевозить,3.912023
перевозка,4.60517
переворачивать,2.525729
переговорный,3.912023
переговорщик,4.60517
переговоры,2.207275
перегрев,4.60517
перегруз,3.912023
перегрузить,3.218876
перегрузка,3.912023
перегруппировывать,4.60517
передаваемый,3.506558
передавать,2.120264
передаваться,3.506558
передать,2.407946
передача,1.89712
передвигаться,4.60517
передвижение,2.995732
передвижной,4.60517
переделать,3.912023
переделка,3.912023
переделывать,4.60517
передний,4.60517
передовой,2.525729
передышка,4.60517
переедание,4.60517
переезд,4.60517
переезжать,3.912023
переехать,2.813411
переживание,3.912023
переживать,2.65926
пережиток,4.60517
пережить,3.912023
перезагрузка,2.995732
перезаписать,4.60517
перезапуск,2.995732
перезапускаться,4.60517
перезапустить,3.506558
переизбыток,4.60517
переиздание,4.60517
переименовать,4.60517
переименовывать,3.912023
переиспользовать,4.60517
перейти,0.916291
перекинуть,4.60517
перекинуться,4.60517
перекладывание,4.60517
переключатель,3.506558
переключать,3.506558
переключаться,2.65926
переключение,2.525729
переключить,4.60517
переключиться,3.506558
перекомпиляция,4.60517
перекомпоновывать,4.60517
переконвертировать,4.60517
перекос,4.60517
перекочевать,4.60517
перекрасить,4.60517
перекредитоваться,4.60517
перекроить,4.60517
перекрытие,4.60517
перекрыть,4.60517
перекрёстный,4.60517
перекрёсток,3.912023
переложить,4.60517
перелом,3.912023
переломный,4.60517
перелёт,3.912023
перемалывать,4.60517
переманивать,3.912023
переманить,4.60517
перемена,4.60517
переменный,2.813411
перемещаться,3.218876
перемещение,3.912023
перемотка,4.60517
перенаправить,3.912023
перенаселение,4.60517
перенастройка,3.912023
перенести,3.912023
перенос,2.65926
переносимость,4.60517
переносить,2.813411
переноситься,2.995732
перенять,3.912023
переобучаться,4.60517
переобучение,4.60517
переобученность,4.60517
переодеться,4.60517
переориентировать,4.60517
переосмыслить,4.60517
переосмыслять,4.60517
переоформить,4.60517
переоценивать,4.60517
переоценка,4.60517
переписать,2.207275
переписка,2.995732
переписывание,3.912023
переписывать,2.995732
переплата,2.995732
переплачивать,3.912023
переплюнуть,4.60517
переподготовка,3.912023
переполнение,4.60517
переполнить,4.60517
переполниться,4.60517
перепробовать,3.912023
перепроверка,3.912023
перепродавать,4.60517
перепродажа,4.60517
перепроизводство,4.60517
перепрошивка,4.60517
перепутать,3.912023
перерабатывать,4.60517
переработать,3.506558
переработка,3.506558
перераспределение,3.218876
перераспределять,4.60517
перерастать,4.60517
перерасход,4.60517
перерисовать,4.60517
перерыв,3.506558
пересадить,3.912023
пересадка,4.60517
пересаживаться,4.60517
пересборка,4.60517
пересекаться,4.60517
переселенец,3.912023
переселение,3.218876
пересесть,4.60517
пересечение,2.995732
пересечь,4.60517
пересжатый,4.60517
пересказ,3.506558
пересказать,4.60517
пересказывать,3.912023
перескочить,3.218876
переслать,2.407946
пересматривать,4.60517
пересмотр,2.525729
пересмотреть,4.60517
пересобирать,4.60517
пересобрать,2.813411
пересохраняться,4.60517
переспрашивать,4.60517
переставать,2.040221
перестать,0.867501
перестраивать,3.912023
перестрахование,4.60517
перестраховаться,4.60517
перестроение,4.60517
перестроиться,4.60517
перестройка,3.506558
пересчитывать,4.60517
пересылка,4.60517
перетаскивать,3.912023
перетянуть,4.60517
переуступить,4.60517
переучиваться,4.60517
переформулировать,4.60517
перехват,3.912023
перехватить,3.912023
перехватчик,4.60517
перехватывать,3.506558
переход,1.560648
переходить,1.89712
переходник,4.60517
переходный,2.65926
перечень,2.65926
перечисление,3.912023
перечисленный,3.506558
перечислить,3.912023
перечитать,4.60517
перешеек,4.60517
периметр,3.218876
период,1.237874
периодически,2.407946
периодический,2.995732
периодичность,4.60517
периферия,3.912023
перманентно,4.60517
перманентный,4.60517
пермский,3.912023
персона,3.912023
персонаж,3.218876
персонал,1.272966
персонализация,4.60517
персонализировать,3.912023
персоналка,4.60517
персональный,1.714798
персонифицировать,4.60517
перспектива,2.302585
перспективный,3.506558
перфекционизм,4.60517
перфолента,4.60517
песня,4.60517
песок,2.995732
песочница,0.261365
пессимизм,4.60517
пессимистический,4.60517
пессимистичный,4.60517
пестрить,3.218876
песчаный,4.60517
петербург,1.609438
петербургский,3.506558
петербуржец,4.60517
петлить,4.60517
петля,4.60517
петрович,4.60517
петроградка,4.60517
петь,2.995732
печалить,4.60517
печально,4.60517
печальный,2.302585
печатать,3.506558
печатный,3.912023
печать,4.60517
печенька,4.60517
печь,3.912023
печься,4.60517
пешеход,4.60517
пешком,3.912023
пзи,2.65926
пигмент,4.60517
пик,2.207275
пикаба,4.60517
пиковый,4.60517
пиксель,3.218876
пилинг,4.60517
пилот,3.218876
пилотировать,4.60517
пилотный,4.60517
пилюля,4.60517
пингвин,3.912023
пингера,4.60517
пинговать,4.60517
пионер,3.912023
пирамида,3.912023
пират,4.60517
пиратить,4.60517
пиратство,4.60517
пирог,4.60517
пирсон,4.60517
пиршество,4.60517
писатель,2.525729
писательский,3.506558
писательство,3.912023
писать,0.462035
писаться,3.218876
пистолет,4.60517
письменный,3.218876
письмо,2.120264
пит,4.60517
питание,2.302585
питать,2.995732
питер,3.218876
питерский,4.60517
питомец,4.60517
питон,3.912023
питтсбургский,4.60517
пить,3.506558
пицца,4.60517
пища,3.912023
пищевой,2.813411
пк,1.966113
пко,4.60517
плав,4.60517
плавать,3.506558
плавающий,3.912023
плавильный,4.60517
плавно,3.506558
плавный,4.60517
плагин,2.207275
плакать,4.60517
план,1.07881
планер,3.912023
планета,2.65926
планетология,4.60517
планинга,4.60517
планирование,2.120264
планировать,1.427116
планироваться,2.525729
планировка,3.912023
планировщик,3.506558
планк,3.912023
планка,3.218876
плановый,3.506558
планшет,2.207275
планёрка,4.60517
пласт,4.60517
пластик,4.60517
пластика,4.60517
пластиковый,4.60517
пластина,3.912023
пластический,4.60517
пластмассовый,4.60517
пластырь,4.60517
плат,4.60517
плата,2.040221
плательщик,4.60517
платинум,4.60517
платить,1.469676
платиться,4.60517
платно,4.60517
платный,2.65926
плато,4.60517
платформа,0.867501
платформенный,4.60517
платёж,2.302585
платёжеспособность,4.60517
платёжка,4.60517
платёжный,2.525729
плацдарм,3.506558
плач,4.60517
плачущий,4.60517
плевать,3.912023
плевел,3.912023
плей,2.302585
племенной,4.60517
пленум,4.60517
плетение,4.60517
плечо,2.65926
плеяда,4.60517
плз,4.60517
плис,4.60517
плод,3.506558
плодить,4.60517
плодиться,4.60517
плодовый,4.60517
плодородный,4.60517
плоский,2.995732
плоскость,3.218876
плотник,4.60517
плотно,3.506558
плотность,3.506558
плотный,2.995732
плохо,2.65926
плохой,1.07881
площадка,2.302585
площадной,4.60517
площадь,3.912023
плыть,3.506558
плюс,1.560648
плюсан,4.60517
плюсануть,4.60517
плюсовать,4.60517
плюшка,4.60517
пляж,2.525729
пляска,4.60517
плёнка,3.506558
пмп,4.60517
победа,3.218876
победитель,2.813411
победить,2.302585
побежать,2.995732
побежданий,4.60517
побеждать,3.506558
поблагодарить,4.60517
поблизости,4.60517
побочный,3.912023
побудить,4.60517
побуждать,4.60517
побывать,4.60517
повадка,4.60517
повальный,4.60517
повар,3.506558
поваренный,4.60517
поведать,2.813411
поведение,1.203973
поведенческий,3.912023
повезти,3.506558
повергнуть,4.60517
поверить,2.525729
повернуть,4.60517
повернуться,3.506558
поверх,2.302585
поверхностный,4.60517
поверхность,2.407946
поверьте,3.912023
повествование,2.813411
повествователь,4.60517
повести,4.60517
повестись,4.60517
повестка,3.218876
повесть,4.60517
повеять,4.60517
повлечь,3.218876
повлиять,2.207275
повод,2.207275
поволжье,4.60517
поворот,3.218876
поворотный,3.506558
повредить,2.995732
повреждение,3.218876
повседневность,4.60517
повседневный,1.832581
повсеместно,3.506558
повсеместный,2.995732
повсюду,2.813411
повтор,3.218876
повторение,3.912023
повторить,4.60517
повториться,4.60517
повторно,3.506558
повторный,2.525729
повторять,2.813411
повторяться,2.407946
повысить,2.65926
повышать,2.040221
повышение,2.040221
повышенный,3.218876
пог,4.60517
погасить,4.60517
погаснуть,4.60517
погашение,4.60517
погибать,4.60517
погибнуть,3.912023
поглотить,4.60517
поглощать,3.912023
поглядывать,3.506558
погнать,2.995732
поговорить,1.514128
погода,3.218876
погодить,2.995732
погодный,3.506558
погодя,4.60517
погонщик,4.60517
погоня,4.60517
пограничница,4.60517
погрести,4.60517
погрешность,3.912023
погружать,4.60517
погружаться,3.218876
погружение,2.65926
погружённость,4.60517
погрузить,3.506558
погрузиться,3.506558
погрузчик,4.60517
погрязнуть,4.60517
погулять,4.60517
подавать,2.995732
подаваться,4.60517
подавить,4.60517
подавлять,3.218876
подакцизный,4.60517
подарить,2.813411
подарок,3.506558
подарочный,4.60517
подать,1.832581
подача,2.813411
подбирать,2.995732
подбираться,4.60517
подбор,3.218876
подборка,1.966113
подбрасывание,4.60517
подведомственность,4.60517
подведомственный,4.60517
подвергаться,3.912023
подвергнуть,4.60517
подвергнуться,4.60517
подверженный,4.60517
подвести,3.912023
подвисало,4.60517
подводить,4.60517
подводный,2.995732
подглядывать,4.60517
подгон,4.60517
подготовить,2.120264
подготовиться,3.506558
подготовка,1.347074
подгружать,4.60517
поддаваться,2.813411
поддакивать,4.60517
поддаться,4.60517
подделка,4.60517
подделывать,4.60517
поддержание,3.506558
поддержать,2.302585
поддерживать,1.272966
поддерживаться,2.813411
поддержка,0.150823
поддомен,3.506558
поделить,4.60517
поделиться,1.108663
поделка,4.60517
подержать,4.60517
подешеветь,3.912023
подзаголовок,4.60517
подзадача,3.912023
подзаработать,4.60517
подкаст,3.912023
подкатегория,4.60517
подкачать,3.912023
подключать,2.813411
подключаться,2.65926
подключение,2.302585
подключить,1.89712
подключиться,3.506558
подковать,4.60517
подкожный,4.60517
подкоп,4.60517
подкорка,4.60517
подкормить,4.60517
подкрасить,4.60517
подкрепление,4.60517
подкреплять,3.912023
подкуп,4.60517
подлежать,2.995732
подлесок,4.60517
подлинность,4.60517
подложить,4.60517
подлёт,4.60517
подменить,3.506558
подменять,4.60517
подменяться,4.60517
подметить,4.60517
подмосковный,4.60517
подмосковье,3.912023
поднабраться,4.60517
поднебесный,4.60517
поднимать,2.65926
подниматься,3.912023
подножный,3.506558
поднятие,4.60517
поднять,2.207275
подняться,3.506558
подобно,3.218876
подобный,1.347074
подобрать,2.65926
подогнать,3.912023
подогрев,3.912023
подогреть,4.60517
подождать,3.912023
подозревать,2.995732
подозрение,3.506558
подозрительно,3.218876
подозрительный,2.813411
подойти,2.040221
подоконник,3.912023
подольск,4.60517
подольский,4.60517
подопытный,3.218876
подорвать,4.60517
подотчётность,4.60517
подоходный,4.60517
подпадать,2.995732
подписание,3.506558
подписать,2.407946
подписаться,0.314711
подписка,1.714798
подписчик,1.609438
подписывать,4.60517
подписываться,3.912023
подпись,2.65926
подполковник,3.912023
подпольный,4.60517
подправить,4.60517
подправлять,4.60517
подпункт,4.60517
подпускать,4.60517
подработать,3.506558
подработка,3.218876
подраздел,4.60517
подразделение,2.407946
подразделяться,4.60517
подразумевать,2.65926
подразумеваться,3.218876
подробно,1.514128
подробность,2.525729
подробный,1.203973
подросток,3.218876
подруга,3.218876
подружить,3.506558
подручный,4.60517
подряд,0.693147
подрядный,4.60517
подрядчик,3.218876
подсадить,4.60517
подсветить,3.218876
подсеть,4.60517
подсистема,3.912023
подсказать,4.60517
подсказка,2.813411
подсказывать,3.912023
подскочить,4.60517
подслушивать,4.60517
подсознательный,4.60517
подставлять,4.60517
подставляться,4.60517
подстановка,4.60517
подстанция,4.60517
подстолье,4.60517
подстраиваться,4.60517
подстраховка,4.60517
подстраховывать,4.60517
подстрочник,4.60517
подстрочный,4.60517
подсчитать,4.60517
подсчитывать,3.912023
подсчёт,4.60517
подтачивать,4.60517
подтвердить,2.302585
подтверждать,1.714798
подтверждаться,4.60517
подтверждение,2.302585
подтип,4.60517
подтолкнуть,4.60517
подтягивать,3.506558
подтянуть,3.912023
подумать,1.832581
подхватывать,4.60517
подхватываться,3.506558
подход,0.562119
подходить,1.237874
подходящий,2.040221
подчеркнуть,2.995732
подчинение,3.912023
подчинённый,3.506558
подчёркивать,3.506558
подчёркиваться,4.60517
подъезд,3.912023
подыскивать,4.60517
поезд,3.506558
поездка,2.525729
поесть,3.912023
поехать,1.560648
пожаловать,2.995732
пожалуй,2.207275
пожалуйста,2.525729
пожар,3.506558
пожарный,4.60517
пожелать,4.60517
пожертвование,4.60517
пожертвовать,4.60517
пожизненный,4.60517
позади,4.60517
позвать,3.218876
позволить,1.427116
позволять,0.693147
позвонить,4.60517
поздний,1.714798
поздно,2.302585
поздравить,3.506558
поздравлять,4.60517
позитивный,4.60517
позитронный,4.60517
позиционирование,4.60517
позиционировать,3.912023
позиционный,4.60517
позиция,1.237874
познавательный,4.60517
познаваться,4.60517
познакомить,3.912023
познакомиться,2.65926
познание,2.65926
познать,3.912023
позор,3.912023
позыв,4.60517
позывной,4.60517
поиграть,4.60517
поинта,4.60517
поинтересоваться,3.912023
поиск,0.673345
поискать,4.60517
поисковик,2.813411
поисковый,1.771957
поистине,4.60517
поймать,2.813411
пойти,0.916291
пока,0.462035
показ,4.60517
показание,3.912023
показатель,1.832581
показательный,2.407946
показать,0.673345
показаться,2.120264
показывать,0.462035
показываться,4.60517
покатиться,4.60517
покер,4.60517
покидать,2.995732
покинутый,2.995732
покинуть,4.60517
поклонник,2.813411
поковыряться,4.60517
покой,3.218876
покойничек,4.60517
покойный,4.60517
поколение,2.040221
покончить,4.60517
покорение,4.60517
покорить,3.912023
покорный,4.60517
покрутить,4.60517
покрывать,2.120264
покрытие,2.525729
покрыть,3.912023
покупатель,2.407946
покупательский,4.60517
покупать,1.560648
покупаться,4.60517
покупка,1.386294
покушение,4.60517
пол,2.302585
пола,4.60517
полагать,2.65926
полагаться,2.995732
полвека,4.60517
полгода,2.525729
полдень,4.60517
поле,1.714798
полевой,4.60517
полезно,1.966113
полезность,3.912023
полезный,0.755023
полезть,3.912023
полететь,3.506558
ползание,4.60517
ползти,4.60517
поливать,4.60517
полигон,3.506558
полиграфический,4.60517
полиномиальный,3.912023
политик,3.218876
политика,1.049822
политический,2.040221
полить,3.912023
полицейский,3.912023
полиция,3.912023
полка,2.813411
полковник,4.60517
полметра,4.60517
полмиллиарда,4.60517
полмиллиметр,4.60517
полно,3.912023
полномочие,3.218876
полноправный,4.60517
полностью,0.967584
полнота,3.912023
полнотекстовый,4.60517
полноценно,3.506558
полноценный,0.891598
полный,0.733969
половина,1.771957
половинка,4.60517
половой,3.506558
положение,1.609438
положительно,4.60517
положительный,2.995732
положить,3.218876
поломка,4.60517
полоса,3.912023
полосатый,4.60517
полочка,3.506558
полсотни,2.813411
полтавский,4.60517
полтора,2.995732
полугнилой,4.60517
полугодие,3.912023
полугодовой,3.506558
полуприцеп,4.60517
полупроводник,3.218876
полупроводниковый,3.218876
получать,0.693147
получаться,1.660731
получение,1.89712
получить,0.385662
получиться,1.049822
полушарие,4.60517
полчаса,2.407946
полый,4.60517
польза,1.469676
пользование,3.218876
пользователь,0.446287
пользовательский,1.237874
пользоваться,1.021651
польша,4.60517
полюбить,3.218876
полюбиться,4.60517
полюс,3.218876
поляризационный,4.60517
поляризация,4.60517
полярный,3.912023
полёт,2.407946
поменять,3.218876
поменяться,2.525729
помереть,4.60517
пометить,3.912023
помеха,4.60517
помечать,4.60517
помечтать,4.60517
помешать,3.506558
помещ,3.506558
помещаться,4.60517
помещение,2.65926
помимо,1.89712
помин,4.60517
помнить,2.207275
помножить,4.60517
помогать,0.755023
помодоро,4.60517
помои,4.60517
помойка,3.912023
поморщиться,4.60517
помочь,0.867501
помощник,1.427116
помощь,0.544727
помпа,4.60517
помысел,4.60517
понаблюдать,3.912023
понадобиться,2.207275
понаслышке,3.912023
поначалу,3.218876
понедельник,2.995732
понемногу,4.60517
понервничать,3.912023
понести,3.912023
понимание,0.994252
понимать,0.597837
пониматься,3.506558
понравиться,2.302585
понятие,1.966113
понятийный,4.60517
понятно,1.609438
понятный,1.514128
понять,0.733969
пообещать,4.60517
пообщаться,3.218876
поощрять,4.60517
попадаля,4.60517
попадание,3.506558
попадать,2.120264
попадаться,4.60517
попарный,4.60517
попасть,1.660731
попасться,3.506558
поперечный,4.60517
попернуться,4.60517
поперёк,4.60517
попкорн,4.60517
поплыть,3.912023
попов,3.506558
пополам,3.912023
пополнение,4.60517
пополнить,3.912023
пополниться,4.60517
поправить,2.995732
поправка,2.995732
поприще,4.60517
попробовать,0.941609
попросить,1.108663
попросту,4.60517
попугай,3.912023
популяризация,4.60517
популярность,2.65926
популярный,0.733969
популяция,4.60517
попутно,3.912023
попутный,4.60517
попытаться,1.660731
попытка,1.171183
пора,0.798508
поработать,2.995732
порадовать,3.912023
поражать,3.506558
поражаться,4.60517
поражение,2.995732
поразительно,4.60517
поразить,4.60517
порвать,3.506558
порекомендовать,4.60517
порешать,4.60517
порно,4.60517
порнография,4.60517
порог,0.693147
породить,4.60517
порождать,3.506558
порой,2.120264
порочить,4.60517
порочный,4.60517
порошковый,4.60517
порошок,4.60517
порт,2.995732
портал,2.525729
портативка,4.60517
портативный,3.218876
портирование,4.60517
портировать,4.60517
портируемость,4.60517
портить,4.60517
портиться,4.60517
портобелло,4.60517
портрет,3.506558
португалия,4.60517
портфель,3.506558
портфолио,3.912023
поручение,3.912023
поручитель,3.912023
поручительский,4.60517
поручительство,3.912023
поручить,3.218876
порушить,4.60517
порция,3.912023
порядок,1.049822
посад,4.60517
посадить,3.912023
посадка,4.60517
посадочный,2.995732
посвятить,1.966113
посевная,4.60517
посередине,3.218876
посетитель,2.65926
посетить,2.813411
посещаемость,4.60517
посещать,2.995732
посещение,2.995732
посиделки,4.60517
посидеть,4.60517
посильный,3.912023
поскольку,1.560648
послабление,3.912023
послание,3.912023
послать,3.506558
последний,0.385662
последовательно,3.218876
последовательность,3.506558
последовательный,3.912023
последовать,2.65926
последствие,1.832581
последующий,2.407946
послесловие,4.60517
послужить,2.407946
послушать,3.506558
посмеиваться,4.60517
посмешище,3.912023
посмотреть,0.597837
пособие,3.912023
пособница,4.60517
посоветовать,4.60517
посол,3.912023
поспешно,4.60517
поспорить,4.60517
поспособствовать,4.60517
поспрашивать,4.60517
посреди,3.912023
посредник,4.60517
посредственно,3.912023
посредством,2.813411
поссориться,4.60517
пост,0.544727
поставить,1.272966
поставка,2.120264
поставлять,3.506558
поставляться,3.912023
поставщик,2.120264
постановка,2.65926
постановление,3.218876
постараться,2.525729
постатейный,4.60517
постель,4.60517
постепенно,2.407946
постепенный,4.60517
постигать,4.60517
посткапиталистический,4.60517
постквантовый,4.60517
постобработка,3.912023
посторонний,4.60517
постоянно,1.560648
постоянный,1.386294
постоять,4.60517
пострадать,3.506558
построение,2.407946
построить,0.891598
постройка,4.60517
постсделочный,4.60517
постсоветский,3.912023
поступать,2.995732
поступить,3.506558
поступление,3.506558
посчитать,2.207275
посыл,4.60517
посылать,3.506558
посылка,4.60517
посягать,4.60517
посёлок,3.912023
пот,3.912023
потанин,4.60517
потаповка,4.60517
потенциал,2.813411
потенциально,3.506558
потенциальный,2.302585
потерпевший,4.60517
потерпеть,3.912023
потеря,1.660731
потерянный,4.60517
потерять,2.040221
потеряться,2.525729
потестировать,4.60517
потихоньку,2.407946
поток,1.108663
потоковый,3.912023
потолок,2.65926
потомство,4.60517
поточить,4.60517
потратить,1.966113
потребитель,1.89712
потребительский,3.218876
потребление,1.966113
потреблять,2.995732
потребляться,4.60517
потребность,1.514128
потребовать,3.506558
потребоваться,2.525729
потренироваться,4.60517
потрогать,4.60517
потрясать,2.813411
потрясающе,4.60517
потрясти,4.60517
потыкать,2.65926
потягивать,4.60517
потяжелеть,4.60517
потянуть,4.60517
потёмкинский,4.60517
поучаствовать,4.60517
похвастаться,4.60517
похитить,4.60517
похлеще,2.995732
похмелие,4.60517
поход,3.506558
походный,4.60517
похоже,1.966113
похожий,0.967584
похоронить,4.60517
поцарапать,4.60517
почва,3.218876
почему,0.301105
почивший,4.60517
починить,3.218876
почистить,2.65926
почитать,2.407946
почта,1.832581
почтение,4.60517
почтовый,2.65926
почувствовать,3.218876
пошаговый,2.407946
пошлина,3.506558
пошлый,4.60517
пощупать,4.60517
поэлементный,4.60517
поэт,4.60517
поэтапно,4.60517
поэтапный,4.60517
поэтический,3.912023
поэтому,0.510826
появиться,0.71335
появление,2.207275
появляться,1.021651
пояснение,2.813411
поясной,4.60517
пояснять,4.60517
пр,3.912023
правда,1.609438
правдивость,4.60517
правдивый,4.60517
правдобный,4.60517
правдоподобно,3.912023
праведный,4.60517
правило,0.693147
правильно,1.203973
правильность,3.912023
правильный,1.771957
правитель,3.506558
правительственный,3.506558
правительство,2.040221
править,4.60517
правиться,4.60517
правка,3.218876
правление,3.912023
право,1.07881
правовой,1.966113
правомерность,3.912023
правомерный,4.60517
правообладатель,3.218876
правоохранительный,3.506558
правопорядок,4.60517
правопреемник,4.60517
правоприменение,4.60517
правоприменительный,3.218876
правосудие,4.60517
правота,4.60517
правый,3.912023
прага,4.60517
прагматичный,3.912023
праздник,3.218876
праздничный,4.60517
прайд,3.912023
практик,3.912023
практика,0.634878
практикант,4.60517
практиковать,3.912023
практикум,1.560648
практически,1.237874
практический,1.139434
практично,3.912023
практичность,4.60517
практичный,3.506558
пребывание,2.995732
пребывать,4.60517
превентивный,4.60517
превзойти,4.60517
превосходить,4.60517
превосходный,4.60517
превосходство,4.60517
превосходящий,4.60517
превратить,1.560648
превратиться,1.108663
превращать,1.609438
превращаться,1.386294
превысить,3.218876
превышать,2.813411
превью,4.60517
предательски,4.60517
предать,3.506558
предварительно,4.60517
предварительный,2.302585
предвещать,4.60517
предвзятость,3.506558
предвзятый,4.60517
предвидеть,4.60517
предвосхищать,4.60517
предвыборный,3.912023
преддверие,3.912023
преддоговорный,4.60517
предел,1.427116
предельно,4.60517
предельный,4.60517
предзаказ,4.60517
предиктивный,4.60517
предиктор,4.60517
прединвестиционный,4.60517
предисловие,3.506558
предлагать,0.562119
предлагаться,2.813411
предлог,4.60517
предложение,1.714798
предложить,1.966113
предмет,2.120264
предметный,3.912023
предназначить,2.120264
преднастроить,4.60517
предобработка,4.60517
предок,3.506558
предоставить,2.207275
предоставление,2.207275
предоставлять,1.89712
предоставляться,2.407946
предостаточно,3.506558
предотвращать,3.912023
предотвращение,3.506558
предоткрытие,4.60517
предписывать,4.60517
предполагать,2.302585
предполагаться,3.912023
предположение,4.60517
предположительно,3.506558
предположить,2.995732
предпоследний,4.60517
предпосылка,4.60517
предпочитать,4.60517
предпочтение,3.218876
предпочтительный,3.912023
предприниматель,1.832581
предпринимательский,3.506558
предпринимательство,3.912023
предпринимать,3.506558
предпринять,3.506558
предприятие,2.407946
предрасположенность,4.60517
председатель,3.506558
предсказание,3.912023
предсказатель,4.60517
предсказать,2.995732
предсказуемость,3.912023
предсказуемый,2.040221
предсказывать,2.207275
представимый,4.60517
представитель,1.427116
представительство,4.60517
представить,0.916291
представиться,3.506558
представление,1.514128
представлять,1.049822
представляться,2.813411
предстартовый,4.60517
предстоять,2.407946
предстоящий,4.60517
предубеждение,4.60517
предупредить,2.207275
предупреждать,2.302585
предупреждение,2.995732
предусматривать,2.995732
предусмотренный,2.995732
предусмотреть,2.040221
предустановленный,4.60517
предчувствие,4.60517
предъявить,4.60517
предъявление,4.60517
предъявлять,3.912023
предыдущий,1.203973
предыстория,3.218876
преемник,4.60517
прежде,2.407946
преждевременный,4.60517
прежний,1.832581
презентационный,4.60517
презентация,2.302585
президент,2.302585
президиум,4.60517
преизрядно,3.506558
преимущественно,3.506558
преимущество,1.771957
преклонить,4.60517
прекоциальный,4.60517
прекрасно,3.218876
прекрасный,2.65926
прекратить,2.65926
прекращать,4.60517
прекращаться,3.506558
прекращение,3.912023
премиальный,2.995732
премиум,3.218876
премия,2.302585
премьер,2.302585
премьера,3.912023
премьерный,4.60517
пренебрежение,4.60517
преобладать,3.912023
преобразование,3.506558
преобразователь,3.912023
преобразоваться,4.60517
преобразовывать,4.60517
преодоление,3.912023
преодолеть,2.65926
препарировать,4.60517
преподаватель,2.407946
преподавать,3.218876
преподносить,4.60517
препрег,4.60517
препроцессор,4.60517
препроцессорный,4.60517
препятствие,2.525729
прервать,4.60517
прерваться,4.60517
прерываться,4.60517
пресекать,4.60517
пресечение,4.60517
пресечь,4.60517
преска,4.60517
преследовать,4.60517
пресс,3.218876
престижный,3.912023
преступление,3.218876
преступник,4.60517
преступность,3.912023
преступный,3.506558
претендовать,3.506558
претензионный,4.60517
претензия,2.813411
преувеличение,4.60517
преувеличить,4.60517
преуспеть,4.60517
преференция,3.912023
префиксный,4.60517
прибавить,4.60517
прибавка,3.912023
прибегать,4.60517
прибегнуть,3.912023
приближать,4.60517
приближаться,3.506558
приближение,4.60517
приблизительный,4.60517
приблизить,4.60517
приблуд,4.60517
прибор,3.912023
приборо,4.60517
приборостроение,4.60517
прибыль,2.407946
прибыльный,4.60517
прибытие,4.60517
прибыть,4.60517
приватность,3.506558
приватный,2.407946
приведение,4.60517
привезти,4.60517
привести,1.108663
привет,0.71335
приветствовать,2.207275
привилегированный,3.912023
привлекательность,3.912023
привлекательный,2.302585
привлекать,2.302585
привлекаться,3.912023
привлечение,2.407946
привлечь,2.407946
привнести,4.60517
привод,3.506558
приводить,1.714798
приводиться,3.912023
привозить,4.60517
приволжский,4.60517
привыкать,4.60517
привыкнуть,2.525729
привычка,2.207275
привычно,4.60517
привычный,1.660731
привязанность,2.995732
привязать,2.813411
привязка,3.218876
привязывать,3.912023
привязываться,4.60517
пригласить,3.218876
приглашать,3.506558
приглашение,3.506558
приглянуться,4.60517
пригнуться,4.60517
приговор,3.912023
приговорить,4.60517
пригодиться,3.218876
пригодность,4.60517
пригодный,3.218876
пригореть,4.60517
пригород,3.912023
пригородный,3.912023
приготовить,3.912023
приготовиться,4.60517
приготовление,4.60517
приграничный,4.60517
пригрозить,4.60517
придавать,4.60517
придерживаться,4.60517
придираться,4.60517
придирка,4.60517
придирчивый,4.60517
придомовый,4.60517
придорожный,4.60517
придумать,1.832581
придумывание,4.60517
придумывать,3.506558
приезд,4.60517
приезжать,4.60517
приеметь,3.506558
приемлемый,3.218876
приехать,4.60517
призадуматься,4.60517
призвать,2.040221
приземлить,3.912023
приземлиться,4.60517
приземляться,3.912023
призма,2.302585
признавать,2.995732
признаваться,2.65926
признак,1.660731
признание,2.995732
признанный,3.912023
признательный,4.60517
признать,2.302585
признаться,2.813411
призрачный,3.912023
призыв,3.912023
призывать,4.60517
призываться,4.60517
призёр,2.302585
прийти,1.427116
прийтись,1.347074
приказ,2.207275
прикамский,4.60517
приквел,4.60517
прикинуть,4.60517
прикладной,2.302585
приключение,4.60517
приковать,4.60517
прикол,4.60517
приколоть,3.912023
прикольный,3.912023
прикоснуться,4.60517
прикрепить,2.995732
прикрепиться,4.60517
прикрепление,4.60517
прикреплять,4.60517
прикрепляться,4.60517
прикрутить,4.60517
прикручивать,4.60517
прикрываться,4.60517
прикрытие,3.912023
