term,doc,tf
намного,88,0.000215
нанести,1,0.000558
нанести,49,0.000493
нанести,50,0.001404
нанести,57,0.000536
нанести,6,0.00051
нанести,69,0.000614
нанести,83,0.001425
нанимать,14,0.001126
нанимать,27,0.00155
нанимать,31,0.000554
нанимать,41,0.000439
нанимать,70,0.000787
нанимать,79,0.001021
нанимать,86,0.000926
нанимать,88,0.000429
нанимать,9,0.001127
наноматериал,86,0.000926
наносить,49,0.000493
наносить,65,0.001214
наносить,90,0.000577
нанософт,40,0.00105
нанотрубка,86,0.000926
нанять,20,0.000574
нанять,56,0.000528
нанять,89,0.000823
наоборот,100,0.00092
наоборот,14,0.000563
наоборот,18,0.000607
наоборот,24,0.00057
наоборот,25,0.000612
наоборот,30,0.000592
наоборот,47,0.000856
наоборот,5,0.000497
наоборот,51,0.000462
наоборот,53,0.000625
наоборот,56,0.000528
наоборот,79,0.00051
наоборот,80,0.000579
наоборот,89,0.000823
наоборот,97,0.000518
нападение,59,0.001028
нападение,60,0.000949
нападение,62,0.000898
нападение,63,0.000494
нападение,64,0.001024
нападение,65,0.003641
нападение,68,0.000924
нападение,69,0.000307
нападение,70,0.000787
нападение,73,0.000731
напеть,61,0.001463
напечатать,36,0.000455
напильник,36,0.000455
написание,100,0.00184
написание,17,0.000804
написание,19,0.000626
написание,20,0.000574
написание,22,0.000542
написание,24,0.00057
написание,26,0.000772
написание,27,0.000517
написание,28,0.000509
написание,33,0.000533
написание,36,0.001366
написание,38,0.000618
написание,46,0.000592
написание,5,0.000497
написание,51,0.000462
написание,54,0.001088
написание,55,0.00058
написание,56,0.000528
написание,79,0.00051
написание,85,0.000562
написание,86,0.000463
написание,88,0.000215
написание,92,0.001976
написание,95,0.000635
написание,97,0.000518
написание,99,0.000898
написать,10,0.000955
написать,100,0.00184
написать,11,0.001144
написать,12,0.00132
написать,14,0.001126
написать,16,0.000932
написать,17,0.000804
написать,19,0.001879
написать,20,0.000574
написать,21,0.001226
написать,22,0.003254
написать,23,0.000562
написать,24,0.00114
написать,25,0.002448
написать,26,0.003861
написать,27,0.000517
написать,28,0.001017
написать,3,0.000614
написать,30,0.001183
написать,31,0.00277
написать,32,0.000684
написать,34,0.001118
написать,38,0.000618
написать,39,0.002424
написать,41,0.000878
написать,42,0.002039
написать,43,0.001244
написать,46,0.001185
написать,48,0.002983
написать,5,0.000497
написать,51,0.002773
написать,52,0.000503
написать,55,0.00174
написать,56,0.001585
написать,57,0.000536
написать,59,0.001028
написать,6,0.00051
написать,61,0.000244
написать,64,0.001024
написать,65,0.001214
написать,69,0.000307
написать,75,0.000622
написать,79,0.00051
написать,8,0.000975
написать,80,0.001159
написать,82,0.000598
написать,85,0.000562
написать,86,0.000463
написать,88,0.003434
написать,91,0.001678
написать,92,0.002964
написать,93,0.000758
написать,96,0.0013
написать,97,0.001037
написать,99,0.000898
напиток,61,0.000488
напиток,67,0.000228
напиться,88,0.000215
напихать,51,0.000462
наплакать,88,0.000215
наплести,36,0.000455
наплыв,17,0.000804
наполнение,66,0.001464
наполнить,26,0.000772
наполнить,67,0.000228
наполовину,35,0.001087
наполовину,41,0.000439
наполовину,47,0.000856
наполовину,79,0.00051
напоминалка,10,0.000955
напоминание,32,0.000684
напоминание,86,0.000463
напоминать,30,0.001183
напоминать,36,0.000911
напоминать,38,0.001237
напоминать,46,0.000592
напоминать,49,0.000493
напоминать,64,0.001024
напоминать,77,0.000951
напоминать,78,0.001351
напоминать,96,0.00065
напомнить,1,0.000558
напомнить,16,0.000311
напомнить,19,0.000626
напомнить,21,0.000613
напомнить,24,0.00057
напомнить,48,0.000746
напомнить,55,0.00116
напомнить,8,0.000487
напомнить,94,0.000876
напомнить,95,0.000635
напоследок,17,0.000804
направить,1,0.001116
направить,23,0.001124
направить,34,0.001118
направить,37,0.000389
направить,39,0.002424
направить,44,0.000626
направить,47,0.000856
направить,5,0.000497
направить,51,0.000924
направить,54,0.000544
направить,58,0.001739
направить,60,0.000949
направить,62,0.002695
направить,64,0.001024
направить,67,0.000457
направить,68,0.000924
направить,71,0.002217
направить,72,0.001619
направить,74,0.002057
направить,8,0.000487
направить,83,0.001425
направить,85,0.000562
направить,88,0.000215
направление,12,0.00066
направление,19,0.000626
направление,2,0.000587
направление,22,0.000542
направление,27,0.000517
направление,34,0.000559
направление,36,0.000455
направление,37,0.001556
направление,38,0.000618
направление,39,0.001212
направление,4,0.000576
направление,40,0.000525
направление,44,0.001252
направление,47,0.001712
направление,48,0.000746
направление,56,0.000528
направление,58,0.00087
направление,62,0.001797
направление,67,0.001142
направление,69,0.001842
направление,71,0.001583
направление,72,0.001214
направление,73,0.000731
направление,77,0.000951
направление,78,0.001351
направление,80,0.000579
направление,81,0.001057
направление,82,0.000598
направление,87,0.000428
направление,90,0.001154
направление,91,0.000559
направление,96,0.00065
направлять,100,0.00092
направлять,58,0.00087
направлять,64,0.001024
направлять,71,0.000317
направлять,94,0.000876
направляться,47,0.000856
направляться,58,0.00087
направляться,6,0.00051
направляться,60,0.000949
направляться,69,0.001535
направляться,71,0.000317
напрашиваться,3,0.000614
напрашиваться,89,0.000823
например,1,0.000558
например,100,0.00552
например,13,0.000481
например,16,0.000621
например,17,0.001608
например,21,0.002452
например,23,0.000562
например,25,0.000612
например,27,0.000517
например,3,0.000614
например,31,0.001108
например,34,0.000559
например,37,0.000389
например,43,0.000622
например,45,0.006938
например,48,0.000746
например,5,0.000994
например,52,0.001006
например,53,0.000625
например,58,0.002609
например,60,0.000949
например,62,0.004492
например,66,0.004392
например,70,0.002362
например,71,0.001267
например,73,0.001462
например,74,0.000514
например,77,0.001901
например,78,0.001351
например,79,0.00051
например,8,0.000975
например,84,0.000525
например,85,0.001125
например,86,0.000463
например,88,0.001288
например,91,0.000559
например,92,0.000988
например,93,0.000758
например,94,0.000876
например,95,0.001269
например,97,0.001037
напросто,36,0.000455
напротив,30,0.000592
напротив,43,0.000622
напротив,5,0.000497
напротив,87,0.000428
напрочь,92,0.000988
напрягать,5,0.000497
напряжение,11,0.001144
напряжение,14,0.001689
напряжение,20,0.000574
напряжение,94,0.000876
напряжённость,29,0.001255
напряжённый,15,0.000545
напрямую,10,0.000955
напрямую,12,0.00066
напрямую,15,0.000545
напрямую,16,0.000311
напрямую,22,0.000542
напрямую,3,0.000614
напрямую,33,0.000533
напрямую,38,0.000618
напрямую,57,0.000536
напрямую,77,0.001901
напрямую,81,0.002114
напрямую,88,0.000644
напрямую,95,0.000635
напрямую,99,0.001797
напрячь,32,0.000684
напрячься,34,0.000559
напрячься,57,0.000536
наработать,85,0.000562
наработка,40,0.000525
наработка,85,0.000562
нарастать,42,0.001019
нарастать,88,0.000215
нарастить,23,0.000562
нарастить,29,0.000627
нарастить,38,0.000618
нарастить,54,0.000544
нарастить,64,0.001024
нарастить,73,0.000731
наращивание,9,0.000564
наращивать,3,0.000614
наращивать,62,0.000898
наращивать,79,0.00051
наращивать,9,0.000564
нарезать,18,0.000607
нарезать,3,0.000614
нарезать,36,0.000455
нарисовать,24,0.00057
нарисовать,48,0.000746
нарисовать,55,0.00058
нарисовать,90,0.001731
наркотический,37,0.000389
народ,15,0.00109
народ,17,0.000804
народ,36,0.000455
народ,49,0.000986
народ,6,0.00102
народ,87,0.000855
народ,88,0.000644
народный,15,0.000545
народный,50,0.001404
народный,85,0.000562
нарофоминск,69,0.000307
нарратив,31,0.000554
нарратив,42,0.005097
наружу,46,0.000592
наружу,49,0.000493
наружу,80,0.000579
наружу,96,0.00065
наруто,10,0.004776
нарушать,37,0.001946
нарушать,70,0.000787
нарушать,71,0.000633
нарушать,72,0.000405
нарушаться,2,0.000587
нарушаться,37,0.000389
нарушаться,72,0.000809
нарушаться,96,0.00065
нарушение,1,0.000558
нарушение,23,0.000562
нарушение,34,0.000559
нарушение,37,0.003502
нарушение,39,0.001212
нарушение,44,0.000626
нарушение,51,0.000462
нарушение,59,0.001028
нарушение,60,0.000949
нарушение,62,0.000898
нарушение,63,0.001482
нарушение,64,0.001024
нарушение,65,0.001214
нарушение,68,0.000924
нарушение,69,0.000307
нарушение,70,0.000787
нарушение,71,0.0019
нарушение,72,0.001619
нарушение,73,0.000731
нарушение,74,0.003085
нарушение,8,0.000487
нарушение,81,0.002114
нарушение,88,0.000429
нарушение,95,0.000635
нарушитель,5,0.000497
нарушить,15,0.000545
нарушить,21,0.000613
нарушить,59,0.002055
нарушиться,67,0.000228
нарциссизм,79,0.00051
нарциссичный,17,0.000804
нарьян,35,0.001087
наряд,36,0.000455
нарядный,84,0.000525
наряду,20,0.000574
наряду,38,0.000618
наса,29,0.001255
наса,86,0.000926
насекомоведение,87,0.000428
насекомое,82,0.000598
насекомое,87,0.000855
население,13,0.000481
население,5,0.000497
население,51,0.000462
население,73,0.006579
население,97,0.000518
населить,40,0.000525
населить,65,0.001214
населить,9,0.000564
насилие,37,0.000389
насилие,63,0.001482
насилие,81,0.001057
насиловать,63,0.000988
насильственный,6,0.00051
насколько,100,0.00092
насколько,11,0.002288
насколько,12,0.00132
насколько,14,0.001126
насколько,15,0.000545
насколько,19,0.001252
насколько,20,0.000574
насколько,3,0.001229
насколько,33,0.001067
насколько,4,0.000576
насколько,41,0.000439
насколько,43,0.000622
насколько,46,0.000592
насколько,49,0.000493
насколько,51,0.000462
насколько,52,0.003018
насколько,53,0.00125
насколько,54,0.000544
насколько,55,0.00058
насколько,57,0.001073
насколько,59,0.002055
насколько,67,0.000228
насколько,7,0.000608
насколько,70,0.000787
насколько,73,0.000731
насколько,76,0.000546
насколько,77,0.000951
насколько,8,0.000487
насколько,81,0.001057
насколько,83,0.001425
насколько,84,0.001576
насколько,87,0.000428
насколько,88,0.001288
насколько,92,0.000988
насколько,95,0.001269
насколько,99,0.000898
насладиться,67,0.000685
наслаждаться,3,0.000614
наслаждаться,88,0.000215
наслать,24,0.00057
наслать,36,0.000455
наслать,4,0.000576
наслать,49,0.000493
наслать,5,0.000497
наслать,6,0.00102
наслать,63,0.000494
наслать,69,0.000614
наслать,84,0.000525
наслать,87,0.000428
наследие,35,0.001087
наследие,67,0.000685
наследие,84,0.000525
наследный,65,0.001214
наследство,99,0.000898
насмотренность,67,0.000228
наспех,27,0.000517
наставник,20,0.000574
наставник,36,0.000455
наставник,56,0.000528
наставник,86,0.000463
наставница,20,0.000574
наставница,80,0.000579
настаивать,63,0.000494
настаивать,88,0.000215
настать,36,0.001366
настать,88,0.000215
настать,89,0.000823
настигнуть,95,0.000635
настойчиво,14,0.000563
настойчиво,46,0.000592
настойчиво,80,0.000579
настолько,1,0.000558
настолько,14,0.000563
настолько,24,0.00057
настолько,36,0.000911
настолько,40,0.000525
настолько,41,0.000439
настолько,43,0.000622
настолько,49,0.000493
настолько,50,0.001404
настолько,52,0.000503
настолько,57,0.000536
настолько,62,0.000898
настолько,82,0.000598
настолько,83,0.004274
настолько,84,0.000525
настолько,88,0.000215
настольный,19,0.000626
настольный,2,0.000587
настольный,23,0.000562
настольный,33,0.000533
настольный,41,0.000439
настольный,43,0.002488
настольный,46,0.000592
настольный,49,0.000493
настольный,53,0.00125
настольный,7,0.001824
настольный,84,0.000525
настольный,85,0.000562
настольный,87,0.000428
настольный,99,0.000898
настораживать,17,0.000804
насторожить,88,0.000215
настоящий,11,0.002288
настоящий,16,0.000932
настоящий,18,0.000607
настоящий,25,0.000612
настоящий,29,0.001255
настоящий,30,0.000592
настоящий,34,0.000559
настоящий,36,0.001821
настоящий,37,0.009339
настоящий,38,0.001855
настоящий,4,0.000576
настоящий,40,0.000525
настоящий,42,0.001019
настоящий,43,0.001244
настоящий,44,0.008766
настоящий,46,0.000592
настоящий,5,0.00149
настоящий,50,0.001404
настоящий,53,0.000625
настоящий,55,0.00116
настоящий,58,0.00087
настоящий,59,0.001028
настоящий,6,0.00051
настоящий,66,0.002928
настоящий,67,0.000685
настоящий,71,0.0095
настоящий,72,0.001619
настоящий,74,0.015424
настоящий,79,0.00051
настоящий,8,0.000487
настоящий,82,0.000598
настоящий,86,0.000926
настоящий,87,0.000855
настоящий,88,0.000429
настоящий,90,0.000577
настоящий,92,0.000988
настоящий,96,0.00065
настоящий,97,0.001555
настоящий,98,0.000883
настоящий,99,0.000898
настраивать,18,0.000607
настраивать,22,0.000542
настраивать,25,0.001836
настраивать,26,0.000772
настраивать,28,0.000509
настраивать,29,0.000627
настраивать,34,0.000559
настраивать,55,0.00058
настраивать,9,0.000564
настраивать,91,0.000559
настраиваться,22,0.000542
настраиваться,25,0.000612
настроение,100,0.00092
настроение,26,0.000772
настроение,31,0.000554
настроение,67,0.000228
настроить,100,0.00092
настроить,11,0.001144
настроить,14,0.001126
настроить,2,0.000587
настроить,22,0.000542
настроить,25,0.001836
настроить,27,0.000517
настроить,28,0.001526
настроить,34,0.000559
настроить,4,0.000576
настроить,40,0.000525
настроить,51,0.000462
настроить,59,0.001028
настроить,66,0.00366
настроить,71,0.000317
настроить,80,0.000579
настроить,85,0.000562
настроить,91,0.001119
настроить,97,0.000518
настроиться,79,0.00051
настройка,1,0.002232
настройка,10,0.000955
настройка,100,0.00828
настройка,11,0.001144
настройка,12,0.00132
настройка,13,0.000962
настройка,14,0.000563
настройка,15,0.00109
настройка,16,0.000311
настройка,17,0.000804
настройка,18,0.000607
настройка,19,0.003131
настройка,2,0.000587
настройка,20,0.000574
настройка,21,0.001226
настройка,22,0.001085
настройка,23,0.000562
настройка,24,0.001709
настройка,25,0.017136
настройка,26,0.001544
настройка,27,0.000517
настройка,28,0.002543
настройка,29,0.001255
настройка,3,0.001229
настройка,30,0.001183
настройка,31,0.001108
настройка,32,0.000684
настройка,33,0.000533
настройка,34,0.000559
настройка,35,0.001087
настройка,36,0.000455
настройка,38,0.000618
настройка,4,0.001152
настройка,40,0.000525
настройка,41,0.000439
настройка,42,0.001019
настройка,43,0.000622
настройка,44,0.003131
настройка,45,0.000867
настройка,46,0.001185
настройка,47,0.000856
настройка,48,0.000746
настройка,49,0.000493
настройка,5,0.000994
настройка,50,0.001404
настройка,51,0.000924
настройка,52,0.000503
настройка,53,0.000625
настройка,54,0.001631
настройка,55,0.00174
настройка,56,0.001585
настройка,57,0.001073
настройка,6,0.00051
настройка,61,0.000488
настройка,66,0.004392
настройка,7,0.000608
настройка,71,0.000317
настройка,75,0.003109
настройка,78,0.001351
настройка,79,0.00051
настройка,8,0.001462
настройка,80,0.000579
настройка,81,0.001057
настройка,82,0.002392
настройка,83,0.001425
настройка,84,0.000525
настройка,85,0.000562
настройка,86,0.000463
настройка,87,0.000855
настройка,88,0.000429
настройка,89,0.000823
настройка,9,0.000564
настройка,90,0.000577
настройка,91,0.004474
настройка,92,0.000988
настройка,93,0.001515
настройка,94,0.002627
настройка,95,0.000635
настройка,96,0.00065
настройка,97,0.000518
настройка,98,0.00265
настройка,99,0.000898
наступать,11,0.001144
наступать,36,0.000455
наступать,51,0.000462
наступать,84,0.000525
наступать,88,0.000215
наступить,32,0.000684
наступить,36,0.000455
наступить,55,0.00058
наступить,71,0.000317
наступить,82,0.000598
наступить,87,0.000428
наступить,89,0.000823
наступление,74,0.001028
насущный,97,0.000518
насчитывать,29,0.000627
насчитывать,67,0.000228
насчёт,17,0.000804
насчёт,33,0.000533
насчёт,41,0.000439
насчёт,49,0.000493
насчёт,88,0.000215
насыщенный,15,0.00109
насыщенный,16,0.000311
насыщенный,20,0.000574
насыщенный,81,0.001057
наталия,67,0.000228
наталья,20,0.000574
наталья,69,0.000307
наталья,73,0.001462
натан,55,0.00058
нативный,1,0.000558
нативный,10,0.000955
нативный,100,0.00092
нативный,11,0.001144
нативный,12,0.00066
нативный,13,0.000481
нативный,14,0.000563
нативный,15,0.000545
нативный,16,0.000311
нативный,17,0.001608
нативный,18,0.000607
нативный,19,0.001252
нативный,2,0.000587
нативный,20,0.000574
нативный,21,0.001839
нативный,22,0.001627
нативный,23,0.000562
нативный,24,0.00114
нативный,25,0.000612
нативный,26,0.000772
нативный,27,0.000517
нативный,28,0.001017
нативный,29,0.000627
нативный,3,0.000614
нативный,30,0.000592
нативный,31,0.000554
нативный,32,0.000684
нативный,33,0.000533
нативный,34,0.000559
нативный,35,0.001087
нативный,36,0.000455
нативный,38,0.000618
нативный,4,0.000576
нативный,40,0.00105
нативный,41,0.000439
нативный,42,0.001019
нативный,43,0.000622
нативный,45,0.000867
нативный,46,0.001185
нативный,47,0.000856
нативный,48,0.000746
нативный,49,0.000493
нативный,5,0.000497
нативный,50,0.001404
нативный,51,0.000462
нативный,52,0.000503
нативный,53,0.000625
нативный,54,0.001631
нативный,55,0.00058
нативный,56,0.000528
нативный,57,0.000536
нативный,6,0.00051
нативный,61,0.000488
нативный,7,0.000608
нативный,78,0.001351
нативный,79,0.00051
нативный,8,0.000487
нативный,80,0.000579
нативный,81,0.001057
нативный,82,0.000598
нативный,83,0.001425
нативный,84,0.000525
нативный,85,0.000562
нативный,86,0.000463
нативный,87,0.000428
нативный,88,0.000215
нативный,89,0.000823
нативный,9,0.000564
нативный,90,0.000577
нативный,91,0.000559
нативный,92,0.001976
нативный,93,0.000758
нативный,94,0.000876
нативный,95,0.000635
нативный,96,0.00065
нативный,97,0.000518
нативный,98,0.000883
нативный,99,0.002695
наткнуться,36,0.000455
наткнуться,48,0.001491
нато,65,0.001214
нато,69,0.000307
наточить,2,0.000587
наточить,41,0.000439
наточить,83,0.001425
натренированность,52,0.000503
натрий,62,0.000898
натуральный,33,0.000533
натуральный,57,0.000536
натуральный,82,0.000598
натыкаться,21,0.000613
натыкаться,53,0.000625
наугад,34,0.000559
наугад,96,0.00065
наука,15,0.000545
наука,29,0.001255
наука,34,0.000559
наука,39,0.001212
наука,4,0.000576
наука,40,0.00105
наука,46,0.000592
наука,49,0.002957
наука,59,0.001028
наука,73,0.000731
наука,81,0.001057
наука,82,0.000598
наука,85,0.000562
наука,86,0.000463
наука,95,0.000635
наука,96,0.0013
научить,14,0.000563
научить,17,0.000804
научить,20,0.001149
научить,24,0.00057
научить,27,0.000517
научить,32,0.000684
научить,33,0.000533
научить,36,0.000455
научить,51,0.000462
научить,56,0.000528
научить,77,0.000951
научить,80,0.000579
научить,86,0.000463
научиться,11,0.001144
научиться,12,0.00066
научиться,14,0.000563
научиться,19,0.000626
научиться,20,0.001149
научиться,21,0.000613
научиться,23,0.000562
научиться,30,0.000592
научиться,32,0.000684
научиться,33,0.000533
научиться,34,0.000559
научиться,36,0.000455
научиться,41,0.000439
научиться,46,0.000592
научиться,48,0.000746
научиться,55,0.00058
научиться,79,0.00051
научиться,8,0.000975
научиться,84,0.000525
научиться,88,0.000429
научно,1,0.001674
научно,14,0.000563
научно,15,0.000545
научно,2,0.004698
научно,29,0.005646
научно,3,0.000614
научно,30,0.000592
научно,31,0.001662
научно,32,0.000684
научно,33,0.002133
научно,34,0.000559
научно,35,0.002174
научно,40,0.00105
научно,41,0.006588
научно,42,0.002039
научно,43,0.000622
научно,46,0.000592
научно,49,0.010843
научно,51,0.000462
научно,55,0.00116
научно,57,0.002146
научно,6,0.004082
научно,69,0.000307
научно,7,0.001824
научно,79,0.004594
научно,81,0.003171
научно,82,0.002392
научно,83,0.002849
научно,84,0.001576
научно,85,0.004499
научно,86,0.004632
научно,87,0.002138
научно,91,0.000559
научно,94,0.001751
научно,96,0.007802
научно,97,0.001037
научно,99,0.001797
научный,26,0.000772
научный,29,0.003764
научный,3,0.000614
научный,31,0.001108
научный,37,0.000389
научный,4,0.000576
научный,41,0.000878
научный,42,0.001019
научный,44,0.000626
научный,49,0.000493
научный,53,0.000625
научный,57,0.000536
научный,59,0.001028
научный,61,0.000488
научный,79,0.002552
научный,81,0.001057
научный,82,0.000598
научный,84,0.000525
научный,85,0.001125
научный,86,0.000926
научный,87,0.001283
научный,90,0.000577
научный,91,0.000559
научный,95,0.001269
научный,96,0.00065
научный,97,0.001037
научпоп,35,0.002174
научпоп,81,0.002114
наушник,26,0.000772
наушник,85,0.000562
нафтогаз,65,0.001214
находить,14,0.000563
находить,15,0.000545
находить,21,0.000613
находить,23,0.000562
находить,24,0.00057
находить,26,0.000772
находить,33,0.0016
находить,36,0.000455
находить,52,0.000503
находить,54,0.001088
находить,57,0.001073
находить,63,0.000494
находить,79,0.00051
находить,8,0.000975
находить,84,0.000525
находить,86,0.000463
находить,94,0.000876
находить,96,0.00065
находить,99,0.001797
находиться,13,0.000481
находиться,20,0.000574
находиться,24,0.00057
находиться,26,0.000772
находиться,36,0.002732
находиться,37,0.000389
находиться,38,0.000618
находиться,4,0.000576
находиться,40,0.000525
находиться,44,0.000626
находиться,46,0.000592
находиться,5,0.000497
находиться,52,0.000503
находиться,54,0.000544
находиться,57,0.000536
находиться,58,0.001739
находиться,6,0.00102
находиться,63,0.000494
находиться,65,0.001214
находиться,68,0.00647
находиться,72,0.000809
находиться,73,0.000731
находиться,74,0.000514
находиться,76,0.000546
находиться,77,0.000951
находиться,8,0.000975
находиться,81,0.001057
находиться,82,0.000598
находиться,85,0.000562
находиться,86,0.000926
находиться,88,0.000215
находиться,89,0.000823
находиться,95,0.000635
находиться,96,0.00065
находка,32,0.000684
находка,98,0.000883
нахождение,64,0.001024
нахождение,68,0.000924
нахождение,71,0.000317
нахождение,72,0.000405
нацвалюта,6,0.00051
нацгвардия,68,0.000924
нацеленность,73,0.000731
нацелить,33,0.000533
нацелить,8,0.000487
наценка,60,0.001898
национальный,29,0.001882
национальный,30,0.000592
национальный,6,0.00102
национальный,60,0.000949
национальный,61,0.00195
национальный,62,0.000898
национальный,64,0.001024
национальный,72,0.000405
национальный,73,0.001462
национальный,74,0.003085
национальный,88,0.000429
национальный,95,0.000635
нация,50,0.001404
нацплан,39,0.001212
начаинаться,91,0.000559
началас,88,0.000429
начало,100,0.00184
начало,16,0.000621
начало,17,0.001608
начало,18,0.000607
начало,2,0.000587
начало,23,0.000562
начало,25,0.000612
начало,29,0.000627
начало,31,0.001662
начало,32,0.000684
начало,33,0.001067
начало,34,0.000559
начало,35,0.002174
начало,36,0.000911
начало,37,0.000389
начало,38,0.000618
начало,4,0.000576
начало,41,0.000439
начало,45,0.000867
начало,48,0.000746
начало,5,0.000497
начало,50,0.001404
начало,53,0.000625
начало,54,0.000544
начало,56,0.000528
начало,58,0.00087
начало,61,0.000488
начало,64,0.002047
начало,65,0.002427
начало,67,0.00137
начало,68,0.001848
начало,69,0.002149
начало,7,0.000608
начало,71,0.000633
начало,73,0.000731
начало,74,0.000514
начало,8,0.000487
начало,80,0.000579
начало,86,0.000463
начало,88,0.000215
начало,90,0.001154
начало,93,0.000758
начало,95,0.001269
начальник,10,0.000955
начальник,33,0.000533
начальник,36,0.000455
начальник,41,0.000439
начальник,59,0.004111
начальник,70,0.000787
начальный,38,0.000618
начальство,17,0.000804
начать,1,0.000558
начать,10,0.00191
начать,100,0.00092
начать,14,0.001689
начать,15,0.001635
начать,16,0.000311
начать,17,0.000804
начать,18,0.001214
начать,19,0.001252
начать,22,0.000542
начать,24,0.00114
начать,26,0.001544
начать,27,0.001033
начать,28,0.001526
начать,29,0.001255
начать,3,0.000614
начать,30,0.001775
начать,31,0.000554
начать,34,0.001677
начать,36,0.001821
начать,4,0.001728
начать,40,0.00105
начать,41,0.000878
начать,43,0.000622
начать,45,0.000867
начать,48,0.001491
начать,5,0.000497
начать,50,0.001404
начать,51,0.001848
начать,54,0.001631
начать,56,0.000528
начать,57,0.000536
начать,59,0.001028
начать,6,0.002041
начать,62,0.001797
начать,63,0.000988
начать,67,0.000228
начать,69,0.000614
начать,7,0.000608
начать,71,0.000633
начать,73,0.000731
начать,74,0.000514
начать,77,0.003802
начать,79,0.00051
начать,8,0.000487
начать,80,0.001159
начать,81,0.001057
начать,82,0.001196
начать,84,0.001051
начать,85,0.001125
начать,86,0.000926
начать,87,0.000428
начать,88,0.001073
начать,9,0.000564
начать,90,0.001154
начать,91,0.002796
начать,92,0.001976
начать,94,0.000876
начать,95,0.001904
начать,96,0.00065
начать,97,0.000518
начать,99,0.000898
начаться,1,0.000558
начаться,10,0.000955
начаться,13,0.000481
начаться,18,0.000607
начаться,24,0.00057
начаться,26,0.000772
начаться,34,0.001118
начаться,36,0.004554
начаться,4,0.000576
начаться,47,0.000856
начаться,48,0.000746
начаться,5,0.000497
начаться,50,0.001404
начаться,56,0.000528
начаться,57,0.001073
начаться,6,0.00051
начаться,63,0.000988
начаться,67,0.000228
начаться,69,0.000307
начаться,7,0.000608
начаться,73,0.000731
начаться,84,0.000525
начаться,85,0.000562
начаться,88,0.000429
начаться,89,0.000823
начаться,95,0.000635
начаться,97,0.000518
начинать,1,0.001116
начинать,10,0.000955
начинать,11,0.004577
начинать,13,0.000481
начинать,14,0.000563
начинать,15,0.000545
начинать,16,0.001243
начинать,17,0.002412
начинать,18,0.001214
начинать,19,0.001252
начинать,2,0.001174
начинать,20,0.000574
начинать,22,0.002711
начинать,24,0.002849
начинать,25,0.001224
начинать,27,0.000517
начинать,28,0.001017
начинать,29,0.001255
начинать,31,0.001108
начинать,33,0.0016
начинать,34,0.000559
начинать,36,0.000455
начинать,40,0.000525
начинать,41,0.000878
начинать,43,0.000622
начинать,46,0.000592
начинать,48,0.000746
начинать,49,0.000493
начинать,50,0.001404
начинать,54,0.002719
начинать,55,0.00058
начинать,56,0.001057
начинать,57,0.002682
начинать,62,0.001797
начинать,63,0.000494
начинать,67,0.000457
начинать,71,0.001583
начинать,77,0.001901
начинать,79,0.001021
начинать,8,0.000487
начинать,80,0.000579
начинать,81,0.001057
начинать,82,0.001196
начинать,84,0.001576
начинать,86,0.000463
начинать,87,0.000428
начинать,88,0.000215
начинать,9,0.001127
начинать,90,0.001154
начинать,93,0.001515
начинать,94,0.000876
начинать,95,0.000635
начинать,96,0.0013
начинать,97,0.002074
начинать,98,0.000883
начинаться,1,0.001674
начинаться,11,0.002288
начинаться,13,0.000962
начинаться,14,0.000563
начинаться,16,0.002485
начинаться,18,0.001821
начинаться,20,0.000574
начинаться,23,0.000562
начинаться,24,0.001709
начинаться,30,0.000592
начинаться,31,0.000554
начинаться,36,0.000455
начинаться,42,0.001019
начинаться,46,0.000592
начинаться,5,0.000994
начинаться,51,0.000462
начинаться,54,0.000544
начинаться,55,0.00058
начинаться,56,0.000528
начинаться,57,0.001073
начинаться,67,0.000685
начинаться,73,0.000731
начинаться,75,0.000622
начинаться,8,0.000487
начинаться,84,0.000525
начинаться,88,0.000429
начинаться,9,0.000564
начинаться,90,0.001154
начинающий,10,0.000955
начинающий,17,0.000804
начинающий,25,0.000612
начинающий,27,0.000517
начинающий,31,0.001662
начинающий,48,0.000746
начинающий,51,0.000462
начинающий,53,0.00125
начинающий,54,0.000544
начинающий,55,0.00348
начинающий,56,0.000528
начинающий,67,0.000228
начинающий,79,0.00051
начинающий,87,0.000855
начинающий,89,0.000823
начинающий,9,0.000564
начинающий,91,0.000559
начинающий,97,0.001037
начинка,35,0.001087
начисление,60,0.000949
начислить,36,0.000455
начисляться,58,0.00087
начисто,100,0.00092
начёт,88,0.000429
наш,1,0.000558
наш,10,0.000955
наш,100,0.00092
наш,11,0.001144
наш,12,0.0033
наш,13,0.000481
наш,14,0.000563
наш,15,0.004905
наш,17,0.001608
наш,18,0.001821
наш,19,0.000626
наш,20,0.003446
наш,22,0.000542
наш,23,0.001124
наш,24,0.00057
наш,26,0.000772
наш,27,0.004649
наш,28,0.000509
наш,30,0.000592
наш,31,0.001108
наш,33,0.0016
наш,34,0.001118
наш,35,0.001087
наш,36,0.007741
наш,4,0.006912
наш,40,0.000525
наш,42,0.001019
наш,43,0.001866
наш,45,0.001735
наш,46,0.001185
наш,49,0.001479
наш,5,0.001987
наш,50,0.001404
наш,51,0.001848
наш,52,0.006036
наш,54,0.000544
наш,55,0.0029
наш,56,0.002113
наш,59,0.001028
наш,6,0.00051
